Created Date,Descriptor,Incident Zip,City,Community Board,Borough
8/12/15,Taste/Odor: Musty/Stale (QA4),10027,City-NEW YORK,10 MANHATTAN,Borough-MANHATTAN
8/12/15,Taste/Odor: Chlorine (QA1),11211,City-BROOKLYN,01 BROOKLYN,Borough-BROOKLYN
8/12/15,Taste/Odor: Chlorine (QA1),10025,City-NEW YORK,09 MANHATTAN,Borough-MANHATTAN
8/12/15,Oil: Grease In Water (QD1),10030,City-NEW YORK,10 MANHATTAN,Borough-MANHATTAN
8/13/15,No Sampling Required: Requested Information (QG2),10454,City-BRONX,01 BRONX,Borough-BRONX
8/13/15,Cloudy Or Milky Water (QB1),10468,City-BRONX,07 BRONX,Borough-BRONX
8/13/15,Cloudy Or Milky Water (QB1),10026,City-NEW YORK,10 MANHATTAN,Borough-MANHATTAN
8/13/15,unknown odor/taste in drinking water (QA6),10468,City-BRONX,08 BRONX,Borough-BRONX
8/15/15,Taste/Odor: Musty/Stale (QA4),10003,City-NEW YORK,02 MANHATTAN,Borough-MANHATTAN
8/15/15,Defective Water Sampling Station (QSS),11362,City-Little Neck,11 QUEENS,Borough-QUEENS
8/15/15,No Sampling Required: Requested Information (QG2),11215,City-BROOKLYN,06 BROOKLYN,Borough-BROOKLYN
8/16/15,Taste/Odor: Bitter/Metallic (QA3),11234,City-BROOKLYN,18 BROOKLYN,Borough-BROOKLYN
8/17/15,Cloudy Or Milky: Other (Use Comments) (QBZ),10128,City-NEW YORK,08 MANHATTAN,Borough-MANHATTAN
8/17/15,Taste/Odor: Chemical (QA2),11377,City-Woodside,02 QUEENS,Borough-QUEENS
8/17/15,Taste/Odor: Musty/Stale (QA4),11209,City-BROOKLYN,10 BROOKLYN,Borough-BROOKLYN
8/17/15,Cloudy Or Milky: Other (Use Comments) (QBZ),10451,City-BRONX,01 BRONX,Borough-BRONX
8/17/15,Taste/Odor: Sewer (QA5),11224,City-BROOKLYN,13 BROOKLYN,Borough-BROOKLYN
8/17/15,Cloudy Or Milky Water (QB1),10469,City-BRONX,11 BRONX,Borough-BRONX
8/17/15,Taste/Odor: Musty/Stale (QA4),11692,City-Arverne,14 QUEENS,Borough-QUEENS
8/17/15,Taste/Odor: Musty/Stale (QA4),10031,City-NEW YORK,09 MANHATTAN,Borough-MANHATTAN
8/18/15,Taste/Odor: Bitter/Metallic (QA3),10465,City-BRONX,10 BRONX,Borough-BRONX
8/18/15,Taste/Odor: Chlorine (QA1),11369,City-East Elmhurst,03 QUEENS,Borough-QUEENS
8/18/15,Cloudy Or Milky: Other (Use Comments) (QBZ),10034,City-NEW YORK,12 MANHATTAN,Borough-MANHATTAN
8/18/15,Taste/Odor: Chemical (QA2),10306,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
8/18/15,Taste/Odor: Sewer (QA5),10028,City-NEW YORK,08 MANHATTAN,Borough-MANHATTAN
8/19/15,Taste/Odor: Sewer (QA5),11224,City-BROOKLYN,13 BROOKLYN,Borough-BROOKLYN
8/19/15,unknown odor/taste in drinking water (QA6),11215,City-BROOKLYN,06 BROOKLYN,Borough-BROOKLYN
8/19/15,unknown odor/taste in drinking water (QA6),10465,City-BRONX,10 BRONX,Borough-BRONX
8/19/15,unknown odor/taste in drinking water (QA6),10314,City-STATEN ISLAND,01 STATEN ISLAND,Borough-STATEN ISLAND
8/19/15,Taste/Odor: Sewer (QA5),11354,City-Flushing,07 QUEENS,Borough-QUEENS
8/19/15,Cloudy Or Milky: Other (Use Comments) (QBZ),10014,City-NEW YORK,02 MANHATTAN,Borough-MANHATTAN
8/19/15,unknown odor/taste in drinking water (QA6),11365,City-Fresh Meadows,08 QUEENS,Borough-QUEENS
8/20/15,Cloudy Or Milky: Other (Use Comments) (QBZ),10466,City-BRONX,12 BRONX,Borough-BRONX
8/20/15,Cloudy Or Milky Water (QB1),10011,City-NEW YORK,04 MANHATTAN,Borough-MANHATTAN
8/20/15,Cloudy Or Milky Water (QB1),10039,City-NEW YORK,10 MANHATTAN,Borough-MANHATTAN
8/20/15,Cloudy Or Milky Water (QB1),10456,City-BRONX,04 BRONX,Borough-BRONX
8/21/15,Taste/Odor: Sewer (QA5),10006,City-NEW YORK,01 MANHATTAN,Borough-MANHATTAN
8/21/15,Taste/Odor: Chlorine (QA1),11375,City-Forest Hills,06 QUEENS,Borough-QUEENS
8/22/15,Clear Water With Other Particles (Use Comments) (QEZ),10035,City-NEW YORK,11 MANHATTAN,Borough-MANHATTAN
8/23/15,Clear Water With Other Particles (Use Comments) (QEZ),11203,City-BROOKLYN,17 BROOKLYN,Borough-BROOKLYN
8/24/15,Clear Water With Other Particles (Use Comments) (QEZ),10451,City-BRONX,01 BRONX,Borough-BRONX
8/24/15,Taste/Odor: Chemical (QA2),11218,City-BROOKLYN,12 BROOKLYN,Borough-BROOKLYN
8/24/15,Cloudy Or Milky Water (QB1),11356,City-College Point,07 QUEENS,Borough-QUEENS
8/24/15,unknown odor/taste in drinking water (QA6),11420,City-South Ozone Park,10 QUEENS,Borough-QUEENS
8/24/15,Taste/Odor: Chlorine (QA1),10009,City-NEW YORK,03 MANHATTAN,Borough-MANHATTAN
8/24/15,No Sampling Required: Requested Information (QG2),10314,City-STATEN ISLAND,01 STATEN ISLAND,Borough-STATEN ISLAND
8/25/15,Taste/Odor: Sewer (QA5),10309,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
8/26/15,Taste/Odor: Chemical (QA2),10128,City-NEW YORK,08 MANHATTAN,Borough-MANHATTAN
8/26/15,Taste/Odor: Chlorine (QA1),11432,City-Jamaica,12 QUEENS,Borough-QUEENS
8/26/15,Defective Water Sampling Station (QSS),11217,City-BROOKLYN,06 BROOKLYN,Borough-BROOKLYN
8/26/15,Taste/Odor: Chlorine (QA1),10467,City-BRONX,11 BRONX,Borough-BRONX
8/27/15,unknown odor/taste in drinking water (QA6),11209,City-BROOKLYN,10 BROOKLYN,Borough-BROOKLYN
8/27/15,Clear Water With Organisms (Insects: Worms) (QE2),11426,City-Bellerose,13 QUEENS,Borough-QUEENS
8/28/15,Clear Water With Other Particles (Use Comments) (QEZ),11429,City-Queens Village,13 QUEENS,Borough-QUEENS
8/28/15,Taste/Odor: Chlorine (QA1),11366,City-Fresh Meadows,08 QUEENS,Borough-QUEENS
8/28/15,Taste/Odor: Sewer (QA5),10312,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
8/28/15,Taste/Odor: Sewer (QA5),10457,City-BRONX,05 BRONX,Borough-BRONX
8/29/15,Taste/Odor: Chlorine (QA1),10010,City-NEW YORK,06 MANHATTAN,Borough-MANHATTAN
8/31/15,Cloudy Or Milky Water (QB1),11413,City-Springfield Gardens,13 QUEENS,Borough-QUEENS
8/31/15,Taste/Odor: Musty/Stale (QA4),10473,City-BRONX,09 BRONX,Borough-BRONX
8/31/15,Cloudy Or Milky: Other (Use Comments) (QBZ),11213,City-BROOKLYN,08 BROOKLYN,Borough-BROOKLYN
8/31/15,Cloudy Or Milky: Other (Use Comments) (QBZ),11436,City-Jamaica,12 QUEENS,Borough-QUEENS
9/1/15,Cloudy Or Milky: Other (Use Comments) (QBZ),10011,City-NEW YORK,02 MANHATTAN,Borough-MANHATTAN
9/1/15,Taste/Odor: Musty/Stale (QA4),11238,City-BROOKLYN,03 BROOKLYN,Borough-BROOKLYN
9/1/15,Clear Water With Other Particles (Use Comments) (QEZ),10029,City-NEW YORK,11 MANHATTAN,Borough-MANHATTAN
9/3/15,Cloudy Or Milky: Other (Use Comments) (QBZ),10456,City-BRONX,03 BRONX,Borough-BRONX
9/2/15,Cloudy Or Milky Water (QB1),11101,City-Long Island City,01 QUEENS,Borough-QUEENS
9/3/15,Cloudy Or Milky Water (QB1),10037,City-NEW YORK,11 MANHATTAN,Borough-MANHATTAN
9/3/15,Clear Water With Other Particles (Use Comments) (QEZ),11208,City-BROOKLYN,05 BROOKLYN,Borough-BROOKLYN
9/2/15,unknown odor/taste in drinking water (QA6),11432,City-Jamaica,12 QUEENS,Borough-QUEENS
9/3/15,Taste/Odor: Sewer (QA5),11416,City-Ozone Park,09 QUEENS,Borough-QUEENS
9/4/15,Cloudy Or Milky Water (QB1),10474,City-BRONX,02 BRONX,Borough-BRONX
9/4/15,Taste/Odor: Musty/Stale (QA4),11226,City-BROOKLYN,14 BROOKLYN,Borough-BROOKLYN
9/4/15,Taste/Odor: Musty/Stale (QA4),11691,City-Far Rockaway,14 QUEENS,Borough-QUEENS
9/5/15,Taste/Odor: Sewer (QA5),10027,City-NEW YORK,10 MANHATTAN,Borough-MANHATTAN
9/5/15,Taste/Odor: Sewer (QA5),10031,City-NEW YORK,09 MANHATTAN,Borough-MANHATTAN
9/5/15,Taste/Odor: Sewer (QA5),10009,City-NEW YORK,03 MANHATTAN,Borough-MANHATTAN
9/8/15,unknown odor/taste in drinking water (QA6),10456,City-BRONX,03 BRONX,Borough-BRONX
9/8/15,Clear Water With Other Particles (Use Comments) (QEZ),10026,City-NEW YORK,10 MANHATTAN,Borough-MANHATTAN
9/8/15,Taste/Odor: Sewer (QA5),11207,City-BROOKLYN,05 BROOKLYN,Borough-BROOKLYN
9/9/15,Taste/Odor: Chlorine (QA1),10024,City-NEW YORK,07 MANHATTAN,Borough-MANHATTAN
9/9/15,Cloudy Or Milky Water (QB1),10027,City-NEW YORK,10 MANHATTAN,Borough-MANHATTAN
9/10/15,Taste/Odor: Chlorine (QA1),11372,City-Jackson Heights,03 QUEENS,Borough-QUEENS
9/2/15,Clear Water With Other Particles (Use Comments) (QEZ),10026,City-NEW YORK,10 MANHATTAN,Borough-MANHATTAN
9/10/15,Cloudy Or Milky Water (QB1),10025,City-NEW YORK,07 MANHATTAN,Borough-MANHATTAN
9/10/15,Taste/Odor: Musty/Stale (QA4),10019,City-NEW YORK,04 MANHATTAN,Borough-MANHATTAN
9/10/15,Taste/Odor: Bitter/Metallic (QA3),10474,City-BRONX,02 BRONX,Borough-BRONX
9/10/15,Clear Water With Other Particles (Use Comments) (QEZ),10467,City-BRONX,12 BRONX,Borough-BRONX
9/11/15,Clear Water With Organisms (Insects: Worms) (QE2),10306,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
9/11/15,Taste/Odor: Musty/Stale (QA4),10017,City-NEW YORK,06 MANHATTAN,Borough-MANHATTAN
9/11/15,Cloudy Or Milky: Other (Use Comments) (QBZ),10009,City-NEW YORK,03 MANHATTAN,Borough-MANHATTAN
9/11/15,Taste/Odor: Musty/Stale (QA4),10029,City-NEW YORK,11 MANHATTAN,Borough-MANHATTAN
9/12/15,Cloudy Or Milky: Other (Use Comments) (QBZ),11211,City-BROOKLYN,01 BROOKLYN,Borough-BROOKLYN
9/13/15,Taste/Odor: Chlorine (QA1),11373,City-Elmhurst,04 QUEENS,Borough-QUEENS
9/14/15,No Sampling Required: Requested Information (QG2),11234,City-BROOKLYN,18 BROOKLYN,Borough-BROOKLYN
9/14/15,Taste/Odor: Bitter/Metallic (QA3),10017,City-NEW YORK,06 MANHATTAN,Borough-MANHATTAN
9/14/15,unknown odor/taste in drinking water (QA6),10013,City-NEW YORK,01 MANHATTAN,Borough-MANHATTAN
9/15/15,Clear Water With Organisms (Insects: Worms) (QE2),11366,City-Fresh Meadows,08 QUEENS,Borough-QUEENS
9/15/15,No Sampling Required: Requested Information (QG2),10128,City-NEW YORK,08 MANHATTAN,Borough-MANHATTAN
9/15/15,Taste/Odor: Bitter/Metallic (QA3),11414,City-Howard Beach,10 QUEENS,Borough-QUEENS
9/16/15,Taste/Odor: Chemical (QA2),10458,City-BRONX,07 BRONX,Borough-BRONX
9/16/15,Taste/Odor: Musty/Stale (QA4),11103,City-Astoria,01 QUEENS,Borough-QUEENS
9/16/15,Taste/Odor: Chemical (QA2),11213,City-BROOKLYN,08 BROOKLYN,Borough-BROOKLYN
9/16/15,Cloudy Or Milky: Other (Use Comments) (QBZ),10310,City-STATEN ISLAND,01 STATEN ISLAND,Borough-STATEN ISLAND
9/16/15,Clear Water With Other Particles (Use Comments) (QEZ),11211,City-BROOKLYN,01 BROOKLYN,Borough-BROOKLYN
9/17/15,Taste/Odor: Chemical (QA2),11361,City-Bayside,11 QUEENS,Borough-QUEENS
9/17/15,Clear Water With Other Particles (Use Comments) (QEZ),10471,City-BRONX,08 BRONX,Borough-BRONX
9/18/15,Taste/Odor: Bitter/Metallic (QA3),11226,City-BROOKLYN,17 BROOKLYN,Borough-BROOKLYN
9/18/15,No Sampling Required: Requested Information (QG2),11217,City-BROOKLYN,02 BROOKLYN,Borough-BROOKLYN
9/18/15,Clear Water With Other Particles (Use Comments) (QEZ),11206,City-BROOKLYN,01 BROOKLYN,Borough-BROOKLYN
9/18/15,Cloudy Or Milky Water (QB1),10451,City-BRONX,01 BRONX,Borough-BRONX
9/19/15,Taste/Odor: Chlorine (QA1),10025,City-NEW YORK,07 MANHATTAN,Borough-MANHATTAN
9/20/15,Taste/Odor: Chlorine (QA1),11231,City-BROOKLYN,06 BROOKLYN,Borough-BROOKLYN
9/21/15,Taste/Odor: Musty/Stale (QA4),10305,City-STATEN ISLAND,01 STATEN ISLAND,Borough-STATEN ISLAND
9/21/15,unknown odor/taste in drinking water (QA6),11377,City-Woodside,02 QUEENS,Borough-QUEENS
9/21/15,Taste/Odor: Chlorine (QA1),11417,City-Ozone Park,10 QUEENS,Borough-QUEENS
9/21/15,Taste/Odor: Bitter/Metallic (QA3),10466,City-BRONX,12 BRONX,Borough-BRONX
9/21/15,Taste/Odor: Bitter/Metallic (QA3),10301,City-STATEN ISLAND,01 STATEN ISLAND,Borough-STATEN ISLAND
9/23/15,Taste/Odor: Chemical (QA2),11102,City-Astoria,01 QUEENS,Borough-QUEENS
9/22/15,Taste/Odor: Chlorine (QA1),10031,City-NEW YORK,09 MANHATTAN,Borough-MANHATTAN
9/23/15,unknown odor/taste in drinking water (QA6),10039,City-NEW YORK,10 MANHATTAN,Borough-MANHATTAN
9/23/15,Taste/Odor: Sewer (QA5),11237,City-BROOKLYN,04 BROOKLYN,Borough-BROOKLYN
9/22/15,Taste/Odor: Bitter/Metallic (QA3),11211,City-BROOKLYN,01 BROOKLYN,Borough-BROOKLYN
9/23/15,unknown odor/taste in drinking water (QA6),11422,City-Rosedale,13 QUEENS,Borough-QUEENS
9/22/15,Cloudy Or Milky: Other (Use Comments) (QBZ),10038,City-NEW YORK,01 MANHATTAN,Borough-MANHATTAN
9/24/15,No Sampling Required: Requested Information (QG2),10456,City-BRONX,03 BRONX,Borough-BRONX
9/25/15,Taste/Odor: Sewer (QA5),11234,City-BROOKLYN,18 BROOKLYN,Borough-BROOKLYN
9/25/15,Taste/Odor: Chemical (QA2),11416,City-Ozone Park,09 QUEENS,Borough-QUEENS
9/25/15,Taste/Odor: Chemical (QA2),11377,City-Woodside,02 QUEENS,Borough-QUEENS
9/26/15,Clear Water With Other Particles (Use Comments) (QEZ),10306,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
9/26/15,unknown odor/taste in drinking water (QA6),11432,City-Jamaica,12 QUEENS,Borough-QUEENS
9/27/15,unknown odor/taste in drinking water (QA6),10463,City-BRONX,08 BRONX,Borough-BRONX
9/28/15,Taste/Odor: Chlorine (QA1),11366,City-Fresh Meadows,08 QUEENS,Borough-QUEENS
9/28/15,Taste/Odor: Sewer (QA5),11230,City-BROOKLYN,14 BROOKLYN,Borough-BROOKLYN
9/28/15,Taste/Odor: Chlorine (QA1),10029,City-NEW YORK,11 MANHATTAN,Borough-MANHATTAN
9/28/15,Taste/Odor: Chlorine (QA1),10034,City-NEW YORK,12 MANHATTAN,Borough-MANHATTAN
9/28/15,Taste/Odor: Sewer (QA5),11207,City-BROOKLYN,05 BROOKLYN,Borough-BROOKLYN
9/29/15,Cloudy Or Milky: Other (Use Comments) (QBZ),11377,City-Woodside,02 QUEENS,Borough-QUEENS
9/29/15,Taste/Odor: Sewer (QA5),10468,City-BRONX,08 BRONX,Borough-BRONX
9/29/15,Cloudy Or Milky: Other (Use Comments) (QBZ),10471,City-BRONX,08 BRONX,Borough-BRONX
9/30/15,unknown odor/taste in drinking water (QA6),11372,City-Jackson Heights,03 QUEENS,Borough-QUEENS
9/30/15,unknown odor/taste in drinking water (QA6),10468,City-BRONX,08 BRONX,Borough-BRONX
9/30/15,unknown odor/taste in drinking water (QA6),10040,City-NEW YORK,12 MANHATTAN,Borough-MANHATTAN
9/30/15,Taste/Odor: Bitter/Metallic (QA3),11355,City-Flushing,07 QUEENS,Borough-QUEENS
9/30/15,unknown odor/taste in drinking water (QA6),10463,City-BRONX,08 BRONX,Borough-BRONX
10/1/15,Taste/Odor: Chemical (QA2),10473,City-BRONX,09 BRONX,Borough-BRONX
10/1/15,Taste/Odor: Bitter/Metallic (QA3),10468,City-BRONX,08 BRONX,Borough-BRONX
10/2/15,Taste/Odor: Chlorine (QA1),10014,City-NEW YORK,02 MANHATTAN,Borough-MANHATTAN
10/2/15,Cloudy Or Milky: Other (Use Comments) (QBZ),10128,City-NEW YORK,11 MANHATTAN,Borough-MANHATTAN
10/2/15,Clear Water With Other Particles (Use Comments) (QEZ),11691,City-Far Rockaway,14 QUEENS,Borough-QUEENS
10/3/15,Cloudy Or Milky Water (QB1),10471,City-BRONX,08 BRONX,Borough-BRONX
10/3/15,Clear Water With Other Particles (Use Comments) (QEZ),10026,City-NEW YORK,10 MANHATTAN,Borough-MANHATTAN
10/3/15,Taste/Odor: Chemical (QA2),10003,City-NEW YORK,03 MANHATTAN,Borough-MANHATTAN
10/4/15,unknown odor/taste in drinking water (QA6),11691,City-Far Rockaway,14 QUEENS,Borough-QUEENS
10/4/15,Clear Water With Other Particles (Use Comments) (QEZ),11692,City-Arverne,14 QUEENS,Borough-QUEENS
10/5/15,Taste/Odor: Sewer (QA5),11692,City-Arverne,14 QUEENS,Borough-QUEENS
10/6/15,No Sampling Required: Requested Information (QG2),10032,City-NEW YORK,12 MANHATTAN,Borough-MANHATTAN
9/21/15,Other Water Problem (Use Comments) (QZZ),10309,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
10/8/15,Taste/Odor: Sewer (QA5),10013,City-NEW YORK,01 MANHATTAN,Borough-MANHATTAN
10/8/15,unknown odor/taste in drinking water (QA6),10308,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
10/8/15,unknown odor/taste in drinking water (QA6),10456,City-BRONX,03 BRONX,Borough-BRONX
10/10/15,Cloudy Or Milky: Other (Use Comments) (QBZ),10468,City-BRONX,07 BRONX,Borough-BRONX
10/10/15,Taste/Odor: Chlorine (QA1),10029,City-NEW YORK,11 MANHATTAN,Borough-MANHATTAN
10/10/15,No Sampling Required: Requested Information (QG2),10312,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
10/11/15,Cloudy Or Milky: Other (Use Comments) (QBZ),10463,City-BRONX,07 BRONX,Borough-BRONX
10/11/15,Taste/Odor: Musty/Stale (QA4),10128,City-NEW YORK,08 MANHATTAN,Borough-MANHATTAN
10/12/15,Taste/Odor: Musty/Stale (QA4),10471,City-BRONX,08 BRONX,Borough-BRONX
10/12/15,Taste/Odor: Musty/Stale (QA4),10035,City-NEW YORK,11 MANHATTAN,Borough-MANHATTAN
10/12/15,Cloudy Or Milky Water (QB1),10463,City-BRONX,07 BRONX,Borough-BRONX
10/12/15,unknown odor/taste in drinking water (QA6),10474,City-BRONX,02 BRONX,Borough-BRONX
10/13/15,Taste/Odor: Sewer (QA5),11365,City-Fresh Meadows,08 QUEENS,Borough-QUEENS
10/13/15,Cloudy Or Milky: Other (Use Comments) (QBZ),10034,City-NEW YORK,12 MANHATTAN,Borough-MANHATTAN
10/13/15,unknown odor/taste in drinking water (QA6),10467,City-BRONX,07 BRONX,Borough-BRONX
10/14/15,Taste/Odor: Bitter/Metallic (QA3),10304,City-STATEN ISLAND,02 STATEN ISLAND,Borough-STATEN ISLAND
10/14/15,Taste/Odor: Bitter/Metallic (QA3),11432,City-Jamaica,12 QUEENS,Borough-QUEENS
10/14/15,Taste/Odor: Chemical (QA2),11416,City-Ozone Park,09 QUEENS,Borough-QUEENS
10/14/15,No Sampling Required: Requested Information (QG2),11221,City-BROOKLYN,04 BROOKLYN,Borough-BROOKLYN
10/14/15,unknown odor/taste in drinking water (QA6),10314,City-STATEN ISLAND,02 STATEN ISLAND,Borough-STATEN ISLAND
10/15/15,Taste/Odor: Chlorine (QA1),10026,City-NEW YORK,10 MANHATTAN,Borough-MANHATTAN
10/15/15,Taste/Odor: Bitter/Metallic (QA3),10473,City-BRONX,09 BRONX,Borough-BRONX
10/15/15,Cloudy Or Milky: Other (Use Comments) (QBZ),11385,City-Ridgewood,05 QUEENS,Borough-QUEENS
10/15/15,Taste/Odor: Sewer (QA5),10314,City-STATEN ISLAND,02 STATEN ISLAND,Borough-STATEN ISLAND
10/18/15,Taste/Odor: Chemical (QA2),11414,City-Howard Beach,10 QUEENS,Borough-QUEENS
10/18/15,Clear Water With Other Particles (Use Comments) (QEZ),11214,City-BROOKLYN,11 BROOKLYN,Borough-BROOKLYN
10/19/15,Taste/Odor: Sewer (QA5),11356,City-College Point,07 QUEENS,Borough-QUEENS
10/19/15,Clear Water With Other Particles (Use Comments) (QEZ),10466,City-BRONX,12 BRONX,Borough-BRONX
10/19/15,Taste/Odor: Chlorine (QA1),10455,City-BRONX,01 BRONX,Borough-BRONX
10/19/15,Taste/Odor: Chemical (QA2),11229,City-BROOKLYN,15 BROOKLYN,Borough-BROOKLYN
10/19/15,Clear Water With Other Particles (Use Comments) (QEZ),10473,City-BRONX,09 BRONX,Borough-BRONX
10/20/15,Taste/Odor: Chlorine (QA1),10030,City-NEW YORK,10 MANHATTAN,Borough-MANHATTAN
10/20/15,Taste/Odor: Chemical (QA2),10314,City-STATEN ISLAND,02 STATEN ISLAND,Borough-STATEN ISLAND
10/20/15,unknown odor/taste in drinking water (QA6),11354,City-Flushing,07 QUEENS,Borough-QUEENS
10/24/15,Taste/Odor: Musty/Stale (QA4),11205,City-BROOKLYN,03 BROOKLYN,Borough-BROOKLYN
10/22/15,Taste/Odor: Chlorine (QA1),11414,City-Howard Beach,10 QUEENS,Borough-QUEENS
10/22/15,Taste/Odor: Chlorine (QA1),10301,City-STATEN ISLAND,01 STATEN ISLAND,Borough-STATEN ISLAND
10/26/15,Cloudy Or Milky: Other (Use Comments) (QBZ),10465,City-BRONX,10 BRONX,Borough-BRONX
10/26/15,Taste/Odor: Bitter/Metallic (QA3),10025,City-NEW YORK,07 MANHATTAN,Borough-MANHATTAN
2/17/16,Cloudy Or Milky Water (QB1),10025,City-NEW YORK,07 MANHATTAN,Borough-MANHATTAN
2/17/16,unknown odor/taste in drinking water (QA6),11433,City-Jamaica,12 QUEENS,Borough-QUEENS
2/17/16,Cloudy Or Milky: Other (Use Comments) (QBZ),10467,City-BRONX,11 BRONX,Borough-BRONX
2/17/16,Cloudy Or Milky: Other (Use Comments) (QBZ),10039,City-NEW YORK,10 MANHATTAN,Borough-MANHATTAN
2/17/16,Cloudy Or Milky Water (QB1),10039,City-NEW YORK,10 MANHATTAN,Borough-MANHATTAN
2/17/16,unknown odor/taste in drinking water (QA6),10461,City-BRONX,10 BRONX,Borough-BRONX
2/17/16,Taste/Odor: Sewer (QA5),11412,City-Saint Albans,12 QUEENS,Borough-QUEENS
2/17/16,Cloudy Or Milky Water (QB1),10453,City-BRONX,05 BRONX,Borough-BRONX
2/18/16,Clear Water With Other Particles (Use Comments) (QEZ),10034,City-NEW YORK,12 MANHATTAN,Borough-MANHATTAN
2/18/16,Cloudy Or Milky Water (QB1),11223,City-BROOKLYN,15 BROOKLYN,Borough-BROOKLYN
2/18/16,Clear Water With Other Particles (Use Comments) (QEZ),11216,City-BROOKLYN,08 BROOKLYN,Borough-BROOKLYN
2/18/16,Cloudy Or Milky Water (QB1),11225,City-BROOKLYN,09 BROOKLYN,Borough-BROOKLYN
2/18/16,Taste/Odor: Sewer (QA5),11375,City-Forest Hills,06 QUEENS,Borough-QUEENS
2/18/16,Taste/Odor: Musty/Stale (QA4),11225,City-BROOKLYN,09 BROOKLYN,Borough-BROOKLYN
2/18/16,Cloudy Or Milky Water (QB1),11365,City-Fresh Meadows,08 QUEENS,Borough-QUEENS
2/19/16,Taste/Odor: Sewer (QA5),10303,City-STATEN ISLAND,01 STATEN ISLAND,Borough-STATEN ISLAND
2/19/16,Cloudy Or Milky Water (QB1),11432,City-Jamaica,08 QUEENS,Borough-QUEENS
2/19/16,Oil: Grease In Water (QD1),11358,City-Flushing,11 QUEENS,Borough-QUEENS
2/20/16,Cloudy Or Milky Water (QB1),11432,City-Jamaica,12 QUEENS,Borough-QUEENS
2/20/16,Taste/Odor: Chlorine (QA1),10024,City-NEW YORK,07 MANHATTAN,Borough-MANHATTAN
2/22/16,Cloudy Or Milky Water (QB1),11226,City-BROOKLYN,14 BROOKLYN,Borough-BROOKLYN
2/22/16,Cloudy Or Milky Water (QB1),10030,City-NEW YORK,10 MANHATTAN,Borough-MANHATTAN
2/23/16,No Sampling Required: Requested Information (QG2),11361,City-Bayside,11 QUEENS,Borough-QUEENS
2/23/16,No Sampling Required: Requested Information (QG2),11365,City-Fresh Meadows,08 QUEENS,Borough-QUEENS
2/23/16,Cloudy Or Milky: Other (Use Comments) (QBZ),11238,City-BROOKLYN,02 BROOKLYN,Borough-BROOKLYN
2/23/16,Taste/Odor: Chemical (QA2),10034,City-NEW YORK,12 MANHATTAN,Borough-MANHATTAN
2/23/16,Taste/Odor: Sewer (QA5),11428,City-Queens Village,13 QUEENS,Borough-QUEENS
2/23/16,Cloudy Or Milky Water (QB1),11223,City-BROOKLYN,15 BROOKLYN,Borough-BROOKLYN
2/23/16,Taste/Odor: Chlorine (QA1),11361,City-Bayside,11 QUEENS,Borough-QUEENS
2/24/16,Clear Water With Other Particles (Use Comments) (QEZ),10012,City-NEW YORK,02 MANHATTAN,Borough-MANHATTAN
2/24/16,Taste/Odor: Chemical (QA2),11375,City-Forest Hills,06 QUEENS,Borough-QUEENS
2/24/16,Taste/Odor: Chlorine (QA1),11361,City-Bayside,11 QUEENS,Borough-QUEENS
2/24/16,Taste/Odor: Bitter/Metallic (QA3),10029,City-NEW YORK,11 MANHATTAN,Borough-MANHATTAN
2/25/16,Taste/Odor: Chemical (QA2),10461,City-BRONX,10 BRONX,Borough-BRONX
2/25/16,Taste/Odor: Chemical (QA2),11106,City-Astoria,01 QUEENS,Borough-QUEENS
2/25/16,Taste/Odor: Musty/Stale (QA4),10029,City-NEW YORK,11 MANHATTAN,Borough-MANHATTAN
2/25/16,Taste/Odor: Musty/Stale (QA4),10301,City-STATEN ISLAND,01 STATEN ISLAND,Borough-STATEN ISLAND
2/25/16,Taste/Odor: Bitter/Metallic (QA3),11377,City-Woodside,03 QUEENS,Borough-QUEENS
2/25/16,Cloudy Or Milky Water (QB1),10301,City-STATEN ISLAND,01 STATEN ISLAND,Borough-STATEN ISLAND
2/25/16,Cloudy Or Milky Water (QB1),11218,City-BROOKLYN,12 BROOKLYN,Borough-BROOKLYN
2/25/16,Cloudy Or Milky: Other (Use Comments) (QBZ),10034,City-NEW YORK,12 MANHATTAN,Borough-MANHATTAN
2/26/16,Clear Water With Other Particles (Use Comments) (QEZ),10026,City-NEW YORK,10 MANHATTAN,Borough-MANHATTAN
2/26/16,Cloudy Or Milky Water (QB1),11211,City-BROOKLYN,01 BROOKLYN,Borough-BROOKLYN
2/26/16,Cloudy Or Milky Water (QB1),10306,City-STATEN ISLAND,02 STATEN ISLAND,Borough-STATEN ISLAND
2/26/16,Taste/Odor: Musty/Stale (QA4),10032,City-NEW YORK,12 MANHATTAN,Borough-MANHATTAN
